team,avg_fg,avg_fga,avg_fg_perc,avg_3p,avg_3pa,avg_3p_perc,avg_ft,avg_fta,avg_ft_perc,avg_orb,avg_drb,avg_trb,avg_ast,avg_stl,avg_blk,avg_tov,avg_pf,avg_pts,avg_ts_perc,avg_efg_perc,avg_3par,avg_ftr,avg_fg_opp,avg_fga_opp,avg_fg_perc_opp,avg_3p_opp,avg_3pa_opp,avg_3p_perc_opp,avg_ft_opp,avg_fta_opp,avg_ft_perc_opp,avg_orb_opp,avg_drb_opp,avg_trb_opp,avg_ast_opp,avg_stl_opp,avg_blk_opp,avg_tov_opp,avg_pf_opp,avg_pts_opp,avg_ts_perc_opp,avg_efg_perc_opp,avg_3par_opp,avg_ftr_opp,team_ranking
OKC,40.30920060331825,88.42835595776772,0.45673604826546,10.636500754147812,30.87330316742081,0.3451930618401206,17.935143288084465,23.714932126696837,0.7573725490196078,11.167420814479636,34.51734539969834,45.68476621417798,22.33182503770739,8.024132730015083,5.10708898944193,13.900452488687783,20.060331825037707,109.19004524886878,0.5532805429864254,0.5170995475113122,0.3492307692307692,0.2714268476621417,40.14932126696833,87.894419306184,0.4574162895927601,11.306184012066366,31.85972850678733,0.3548868778280543,17.114630467571644,22.26395173453997,0.7700407239819004,10.331825037707391,33.717948717948715,44.04977375565611,23.7420814479638,8.063348416289593,4.962292609351433,13.901960784313726,20.50980392156863,108.71945701357464,0.5571945701357466,0.5217466063348416,0.3621070889894419,0.2569396681749623,7.0
ORL,39.06995230524642,87.47535771065183,0.4474801271860095,10.411764705882351,30.2670906200318,0.3435564387917329,16.273449920508742,21.149443561208265,0.7696613672496025,9.809220985691574,33.98092209856916,43.790143084260734,23.54689984101749,7.375198728139905,4.9427662957074725,13.311605723370429,19.100158982511925,104.82511923688396,0.5422670906200319,0.507133545310016,0.3464626391096979,0.2445898251192369,40.40858505564388,87.01430842607313,0.4651287758346581,11.27027027027027,31.112877583465817,0.3615373608903021,16.62798092209857,21.59777424483307,0.7710206677265501,9.705882352941176,35.45786963434022,45.1637519872814,24.254372019077906,7.58664546899841,4.993640699523053,13.292527821939586,19.006359300476948,108.7154213036566,0.5641573926868044,0.5299809220985692,0.3573910969793323,0.2509205087440381,26.0
PHI,39.80116959064328,86.24561403508773,0.4621535087719298,11.010233918128655,30.545321637426905,0.3594736842105263,18.45906432748538,23.9093567251462,0.7707149122807018,10.141812865497077,34.25292397660819,44.39473684210526,24.56140350877193,8.052631578947368,5.4488304093567255,14.144736842105264,21.049707602339183,109.07163742690058,0.5643040935672514,0.5260774853801169,0.3546988304093567,0.2815380116959064,39.675438596491226,86.8391812865497,0.4581476608187134,10.312865497076023,29.464912280701757,0.3504897660818714,18.72514619883041,24.32456140350877,0.7697105263157894,10.013157894736842,33.514619883040936,43.52777777777778,23.140350877192983,7.5248538011695905,4.891812865497076,13.539473684210526,20.23245614035088,108.38888888888889,0.5571198830409356,0.517906432748538,0.3401535087719298,0.2832690058479532,6.0
PHO,40.63759398496241,87.56992481203008,0.4650872180451128,10.3609022556391,29.2,0.3525864661654135,17.804511278195488,22.545864661654136,0.790227067669173,10.139849624060153,33.51127819548872,43.65112781954888,24.109774436090227,7.655639097744361,4.580451127819549,14.198496240601504,21.63007518796993,109.4406015037594,0.5627578947368421,0.5244977443609022,0.3339172932330827,0.2610631578947368,40.66466165413534,87.25714285714285,0.4671954887218045,11.126315789473685,30.533834586466167,0.3651458646616541,19.118796992481204,24.84812030075188,0.7702631578947369,10.290225563909775,33.77593984962406,44.06616541353384,23.37142857142857,8.16390977443609,4.82406015037594,13.772932330827068,20.548872180451127,111.57443609022556,0.5693864661654136,0.5310842105263158,0.3500421052631579,0.2885533834586466,13.0
POR,40.1811377245509,88.45808383233533,0.4554131736526946,11.944610778443112,32.49700598802395,0.3673353293413173,17.70359281437126,22.437125748502996,0.7887559880239521,10.793413173652697,33.85179640718563,44.645209580838326,21.58233532934132,7.022455089820359,4.970059880239521,13.173652694610778,20.79341317365269,110.01047904191616,0.5605838323353294,0.5231017964071857,0.3674431137724551,0.2565434131736527,40.538922155688624,87.53592814371258,0.4643712574850299,11.203592814371255,30.35479041916168,0.3676511976047904,18.74251497005988,24.312874251497007,0.7718143712574851,10.332335329341316,34.04940119760479,44.381736526946106,23.56437125748503,7.470059880239521,5.176646706586826,12.627245508982035,19.697604790419163,111.02395209580838,0.5664161676646706,0.5284790419161677,0.3465523952095808,0.2814056886227545,18.0
SAC,40.7728,87.8576,0.465056,10.8384,29.7376,0.3664255999999999,16.5744,22.0512,0.7495024,9.9312,32.9168,42.848,24.2464,7.8192,4.3232,13.6624,20.3424,108.9584,0.5594112,0.5269024,0.3382656,0.254192,41.1312,87.1824,0.4726207999999999,11.9136,32.5568,0.3649824,17.824,22.968,0.7782640000000001,10.2608,34.4336,44.6944,24.6976,7.9392,4.832,14.0048,19.8864,112.0,0.5767488000000001,0.5411520000000001,0.3739648,0.2668192,24.0
SAS,41.10350076103501,87.8082191780822,0.4690167427701674,9.631659056316591,26.359208523592084,0.368324200913242,16.942161339421613,21.410958904109588,0.7919741248097413,9.95433789954338,34.31354642313546,44.267884322678846,24.873668188736684,7.331811263318112,5.337899543378995,12.372907153729072,18.11567732115677,108.78082191780824,0.5603820395738204,0.5239284627092846,0.2995433789954338,0.2470060882800608,40.36529680365297,87.43074581430746,0.4615022831050228,10.60882800608828,29.35159817351598,0.3588447488584474,15.814307458143077,20.662100456621005,0.7657108066971081,9.856925418569254,34.1689497716895,44.02587519025875,23.671232876712327,7.298325722983257,4.378995433789954,13.051750380517504,19.410958904109588,107.15372907153728,0.5547625570776256,0.5218934550989346,0.3341674277016743,0.2392389649923896,22.0
TOR,39.88142857142857,87.06142857142858,0.4591371428571428,11.417142857142856,31.852857142857143,0.3576214285714286,18.075714285714287,22.94142857142857,0.7890728571428571,10.35,33.22714285714286,43.57714285714286,22.81,8.217142857142857,5.144285714285714,12.524285714285714,20.717142857142857,109.25571428571428,0.5635585714285714,0.5247485714285715,0.3650557142857142,0.2673442857142857,38.597142857142856,85.15428571428572,0.4541085714285714,11.182857142857143,31.03857142857143,0.3602157142857143,17.694285714285716,22.792857142857144,0.7756285714285713,10.03,33.511428571428574,43.54142857142857,23.888571428571428,6.8742857142857146,5.0685714285714285,14.33,20.14,106.07142857142856,0.5581514285714286,0.5198642857142858,0.3644871428571428,0.2715985714285714,9.0
UTA,39.13963963963964,84.2987987987988,0.46503003003003,12.21921921921922,33.32282282282282,0.3651681681681681,17.62162162162162,22.97147147147147,0.7695810810810811,10.045045045045043,34.852852852852855,44.8978978978979,22.465465465465467,7.154654654654655,5.015015015015015,13.932432432432432,19.6951951951952,108.12012012012012,0.5734174174174175,0.5374234234234234,0.3941201201201201,0.2757897897897898,39.13813813813814,86.34684684684684,0.4539489489489489,10.548048048048049,29.27027027027027,0.3602282282282282,16.045045045045047,20.98948948948949,0.7662747747747748,9.375375375375375,32.252252252252255,41.627627627627625,21.405405405405407,7.911411411411412,4.501501501501502,12.295795795795796,20.38888888888889,104.86936936936937,0.5492807807807808,0.5149879879879881,0.3378363363363363,0.2467702702702702,8.0
WAS,41.25891472868217,88.10387596899224,0.4690279069767442,10.317829457364342,29.07596899224806,0.3560945736434108,17.832558139534882,23.093023255813957,0.7723736434108527,9.652713178294574,33.13953488372093,42.7922480620155,25.14108527131783,7.745736434108527,4.466666666666667,13.595348837209302,20.95968992248062,110.66821705426356,0.5640294573643411,0.5278015503875969,0.3301581395348837,0.2645891472868217,41.47441860465116,87.87131782945737,0.4724511627906976,11.148837209302323,30.527131782945737,0.3629457364341085,18.672868217054265,24.114728682170544,0.774615503875969,10.47906976744186,34.42790697674418,44.906976744186046,24.229457364341084,7.696124031007752,4.7224806201550384,14.196899224806202,20.58139534883721,112.77054263565891,0.5731720930232559,0.5360124031007752,0.3471875968992248,0.2775627906976744,29.0
